Date,City,Country,Latitude,Longitude,MaxTemp,Humidity,Cloudiness,Wind Speed
1547962149,Ponta Pora,BR,-22.54,-55.73,71.04,91,80,3.6
1547959980,Havre,US,48.55,-109.68,23.0,80,1,13.87
1547962152,Opuwo,NA,-18.06,13.84,66.63,54,48,3.83
1547960400,Shellbrook,CA,53.22,-106.39,-14.81,75,90,11.41
1547962156,Shubarkuduk,KZ,49.15,56.49,16.86,89,92,4.72
1547962157,Sinnamary,GF,5.38,-52.96,78.78,96,100,12.77
1547962159,Benguela,AO,-12.58,13.4,75.63,100,32,3.38
1547960400,Port Hedland,AU,-20.31,118.58,96.8,56,0,17.22
1547959800,Sola,FI,62.78,29.36,-9.41,83,75,2.24
1547962163,Biltine,TD,14.53,20.93,55.47,49,0,4.61
1547962164,Lavrentiya,RU,65.58,-170.99,0.3,97,56,9.75
1547962088,Santa Maria,BR,-29.69,-53.81,64.38,97,88,10.54
1547962167,Linhares,BR,-19.38,-40.06,74.01,89,12,7.18
1547962168,Polna,PL,49.67,21.0,12.36,71,64,2.93
1547962094,Nanortalik,GL,60.14,-45.24,24.06,100,44,21.72
1547962170,Ayorou,NE,14.73,0.92,57.54,26,0,10.09
1547961915,Lata,IN,30.78,78.62,47.91,73,56,1.92
1547960400,Hamada,JP,34.9,132.08,51.8,50,40,18.34
1547960400,Zanjan,IR,36.67,48.48,5.0,65,0,4.7
1547962176,Conde,BR,-11.81,-37.61,76.53,96,20,5.73
1547961995,Namatanai,PG,-3.66,152.44,81.03,100,88,12.33
1547962178,Zyryanka,RU,65.73,150.89,-40.92,0,32,2.37
1547960400,Trat,TH,12.25,102.51,87.8,70,20,5.82
1547962050,Maniitsoq,GL,65.42,-52.9,16.14,100,76,7.18
1547960400,Anadyr,RU,64.73,177.51,-9.41,76,40,13.42
1547962061,Klyuchi,RU,52.25,79.17,27.3,94,88,9.98
1547959980,Homer,US,59.64,-151.54,21.02,76,1,15.12
1547960400,Lima,PE,-12.06,-77.04,69.8,88,40,6.93
1547960160,Morgan City,US,29.7,-91.21,41.0,70,90,18.34
1547962069,Te Anau,NZ,-45.41,167.72,51.15,95,92,13.33
1547959800,Sandnessjoen,NO,66.02,12.63,28.4,92,88,5.82
1547960400,Niamey,NE,13.52,2.11,66.2,14,0,6.93
1547962192,Puteyets,RU,65.17,57.09,-5.19,68,32,2.71
1547957400,Hambantota,LK,6.12,81.12,82.4,69,75,6.93
1547960400,Norman Wells,CA,65.28,-126.83,-20.21,75,40,3.36
1547962196,Merauke,ID,-8.49,140.4,83.73,92,48,6.4
1547962199,Hofn,IS,64.25,-15.21,35.4,100,0,16.13
1547960400,Coihaique,CL,-45.58,-72.07,57.2,67,0,2.24
1547962202,Sobolevo,RU,54.43,31.9,20.1,86,24,18.59
1547962204,Koslan,RU,63.46,48.9,8.67,85,32,2.93
1547962206,Laguna,MX,27.52,-110.01,55.92,76,0,2.04
1547960400,Katsuura,JP,33.93,134.5,55.4,81,75,16.11
1547960160,Winnemucca,US,40.97,-117.74,44.06,72,1,6.93
1547960400,Otse,BW,-25.03,25.75,71.6,78,75,10.29
1547961360,Port Elizabeth,US,39.31,-74.98,46.4,92,90,9.17
1547960220,Makakilo City,US,21.35,-158.09,75.92,68,1,5.82
1547960400,Abashiri,JP,44.01,144.25,23.0,62,75,5.82
1547962216,Barreirinhas,BR,-2.75,-42.83,73.11,98,44,3.15
1547962217,Xingtai,CN,37.07,114.49,40.71,25,0,4.27
1547959800,Ikskile,LV,56.83,24.5,30.2,86,0,8.05
1547960400,Murgab,TM,37.5,61.97,35.6,74,90,13.87
1547962220,Am Timan,TD,11.04,20.28,61.23,41,0,8.52
1547960400,Balikpapan,ID,-1.24,116.86,84.2,83,20,3.36
1547959800,Klaksvik,FO,62.23,-6.59,39.2,86,20,13.87
1547961300,Lewistown,US,40.39,-90.15,15.08,77,90,12.75
1547962226,Eyl,SO,7.98,49.82,76.08,92,44,16.35
1547962227,Soyo,AO,-6.13,12.37,76.44,95,24,2.26
1547960400,Aruppukkottai,IN,9.51,78.1,80.6,54,75,4.7
1547962229,Baykit,RU,61.68,96.39,11.82,71,56,7.18
1547962231,Lodja,CD,-3.52,23.6,73.92,92,12,3.15
1547959800,Havoysund,NO,71.0,24.66,23.0,67,80,19.46
1547962233,Zhigansk,RU,66.77,123.37,-23.19,34,76,9.98
1547962234,Diffa,NE,13.32,12.61,53.76,42,0,4.61
1547962236,Rio Grande,BR,-32.03,-52.1,70.14,95,88,15.01
1547962237,Aykhal,RU,65.95,111.51,-10.5,66,68,3.6
1547960400,Ahvaz,IR,31.32,48.68,46.4,75,0,2.24
1547962239,Payakumbuh,ID,-0.23,100.63,78.24,91,36,4.05
1547959800,Roros,NO,62.57,11.38,19.4,85,80,6.93
1547961000,Sandpoint,US,48.28,-116.55,35.6,88,75,3.36
1547960400,Avarua,CK,-21.21,-159.78,82.4,78,75,3.36
1547960400,Shingu,JP,33.72,135.99,55.4,66,75,14.99
1547961300,Saint-Philippe,CA,45.36,-73.48,-5.81,70,90,21.92
1547962247,Owase,JP,34.07,136.2,50.52,75,12,10.98
1547960100,Avera,US,33.19,-82.53,59.0,95,90,5.82
1547962249,Tura,IN,25.52,90.21,71.04,69,0,3.38
1547962250,Muli,IN,22.62,71.45,82.11,33,0,4.38
1547962050,Luderitz,NA,-26.65,15.16,64.29,55,0,9.98
1547962253,Tianpeng,CN,28.88,112.34,41.79,100,92,13.67
1547960160,Kahului,US,20.89,-156.47,73.94,76,1,9.17
1547960100,Karachi,PK,24.87,67.03,68.0,42,0,6.17
1547960160,Twentynine Palms,US,34.14,-116.05,60.08,71,40,0.69
1547962257,Dukat,RS,42.44,22.31,29.1,91,8,2.93
1547960400,Saint-Denis,FR,48.94,2.36,35.6,93,90,6.93
1547962261,Uromi,NG,6.71,6.33,75.0,94,0,6.73
1547962262,Tevriz,RU,57.51,72.4,11.37,83,80,4.61
1547962264,Meadow Lake,CA,54.13,-108.44,-4.38,63,80,7.63
1547962265,Amahai,ID,-3.31,129.0,82.92,100,76,9.86
1547962266,Tsumeb,NA,-19.25,17.72,65.82,91,64,4.72
1547962268,San Patricio,PY,-26.98,-56.83,67.71,89,12,4.16
1547962269,Bakchar,RU,57.02,82.07,12.54,79,36,5.73
1547962206,Kempsey,AU,-31.08,152.84,77.52,94,92,5.06
1547960400,The Pas,CA,53.82,-101.24,-34.61,73,1,3.36
1547960400,La Baule-Escoublac,FR,47.28,-2.4,41.0,93,90,4.7
1547962274,Sambava,MG,-14.27,50.17,76.08,100,92,14.45
1547962275,Killybegs,IE,54.63,-8.45,44.58,100,92,19.71
1547962277,Lisala,CD,2.15,21.52,74.28,80,92,5.5
1547960400,Guajara,BR,-0.88,-48.16,75.2,94,75,2.24
1547961360,Shelburne,CA,44.08,-80.2,3.2,70,90,8.05
1547962280,Wete,TZ,-5.06,39.73,81.39,100,32,11.32
1547962281,Phalombe,MW,-15.81,35.65,74.91,80,76,6.85
1547962282,Mbanza-Ngungu,CD,-5.25,14.87,71.49,94,56,3.27
1547962284,Gusau,NG,12.17,6.66,60.6,56,24,4.05
1547960400,Teahupoo,PF,-17.83,-149.27,84.2,66,40,5.82
1547962146,Marawi,PH,8.0,124.29,68.97,100,92,3.15
1547960400,Nefteyugansk,RU,61.09,72.61,19.4,100,90,4.47
1547962288,Felipe Carrillo Puerto,MX,19.58,-88.05,73.02,83,76,2.15
1547961300,Saint Pete Beach,US,27.73,-82.74,69.98,100,90,10.29
1547962291,Tomatlan,MX,19.93,-105.25,65.19,81,8,2.71
1547962292,Koindu,LR,8.2,-10.37,65.91,90,0,2.71
1547962294,Bambanglipuro,ID,-7.95,110.28,83.64,74,24,7.63
1547961000,Bereda,ES,43.27,-7.54,50.0,87,40,9.17
1547960400,Tautira,PF,-17.73,-149.15,84.2,66,40,5.82
1547960640,Saint Anthony,US,43.97,-111.68,33.08,91,90,4.7
1547962300,Dicabisagan,PH,17.08,122.42,73.83,100,92,11.1
1547960220,Calvinia,ZA,-31.47,19.78,62.6,39,0,16.11
1547962302,Bilibino,RU,68.06,166.44,-39.84,0,12,2.59
1547962303,Meulaboh,ID,4.14,96.13,79.5,100,76,5.84
1547962306,Guerrero Negro,MX,27.97,-114.04,52.41,65,0,5.95
1547962308,Diego de Almagro,CL,-26.39,-70.05,59.7,85,0,2.15
1547962309,Gazli,UZ,40.13,63.45,33.6,72,76,10.76
1547960400,Esmeraldas,BR,-19.76,-44.31,73.4,68,0,4.7
1547960400,Vila Velha,BR,-3.71,-38.6,77.0,94,20,3.36
1547960400,Geraldton,CA,49.72,-86.95,-34.61,65,5,5.82
1547962314,Ilebo,CD,-4.33,20.59,75.0,91,64,2.71
1547962315,Hualmay,PE,-11.1,-77.61,64.2,95,8,2.93
1547962126,Jambi,ID,-1.6,103.62,93.81,52,20,8.63
1547962317,Iaciara,BR,-14.1,-46.63,74.1,74,64,3.15
1547960100,Melfi,IT,41.0,15.66,33.8,80,90,13.87
1547962321,San Rafael,AR,-34.61,-68.33,66.36,54,0,8.41
1547962322,Panguna,PG,-6.32,155.48,81.93,85,44,4.16
1547962323,Turukhansk,RU,65.8,87.96,5.25,83,64,10.76
1547961600,Rheine,DE,52.28,7.44,19.4,92,0,1.12
1547960400,Balassagyarmat,HU,48.08,19.29,26.6,73,90,3.36
1547960400,Grand Gaube,MU,-20.01,57.66,84.2,74,20,14.99
1547962328,Waddan,LY,29.16,16.14,51.15,95,100,3.6
1547960400,Magadi,IN,12.96,77.22,73.4,33,20,9.17
1547962331,Ayutla,MX,20.13,-104.35,48.63,75,0,2.48
1547962333,Owando,CG,-0.49,15.91,73.11,90,36,3.38
1547959800,Winchester,GB,51.06,-1.31,33.8,100,90,3.36
1547961600,Epe,DE,52.18,7.04,19.4,92,0,1.12
1547962337,Chumikan,RU,54.72,135.31,-3.66,51,0,5.39
1547960160,Morro Bay,US,35.37,-120.85,57.92,69,1,4.7
1547962339,Pangnirtung,CA,66.15,-65.72,-32.46,55,12,3.38
1547962340,Calabozo,VE,8.92,-67.43,76.71,60,12,13.44
1547960400,Alofi,NU,-19.06,-169.92,82.4,88,88,5.82
1547962343,Diapaga,BF,12.07,1.79,67.17,27,0,11.54
1547962344,Sabang,PH,13.72,123.58,74.91,100,92,17.92
1547962346,Beloha,MG,-25.17,45.06,87.24,61,36,3.71
1547960400,Karaton,ID,-6.34,106.1,86.0,70,40,6.93
1547962348,Orcopampa,PE,-15.27,-72.34,35.31,100,80,1.36
1547960100,Harper,US,30.3,-99.24,36.5,62,1,5.82
1547960400,Coquimbo,CL,-29.95,-71.34,59.0,87,0,3.36
1547960400,Kardamas,CY,34.93,32.94,51.8,76,40,10.29
1547962354,Sadiqabad,PK,28.31,70.13,60.87,88,24,8.97
1547962101,Severo-Kurilsk,RU,50.68,156.12,33.24,95,88,12.21
1547960400,Semikarakorsk,RU,47.52,40.81,17.6,85,0,4.47
1547961600,Gizo,IL,31.8,34.94,46.4,87,0,3.36
1547960400,Sept-Iles,CA,50.2,-66.38,-32.81,59,5,5.82
1547962360,Moron,VE,10.49,-68.2,67.44,94,88,2.93
1547962363,Beringovskiy,RU,63.05,179.32,2.55,100,80,5.84
1547962364,Lircay,PE,-12.99,-74.72,22.71,81,0,2.15
1547960400,Liling,CN,27.65,113.49,44.6,87,90,11.18
1547960400,Javanrud,IR,34.8,46.49,19.4,92,0,3.04
1547960400,Cascais,PT,38.7,-9.42,53.6,76,75,8.05
1547962369,Abaza,RU,52.65,90.1,14.61,57,76,3.15
1547962370,Xuanzhou,CN,30.95,118.78,47.01,73,56,9.42
1547962371,Baiao,BR,-2.79,-49.67,74.73,98,92,2.48
1547960400,Alyangula,AU,-13.85,136.42,86.0,79,40,11.41
1547962373,Yichang,CN,30.77,111.32,45.66,85,68,6.73
1547960580,Iqaluit,CA,63.75,-68.52,-25.61,74,5,5.73
1547960100,Salinas,US,36.67,-121.66,55.4,89,1,4.7
1547962377,New Plymouth,NZ,-39.06,174.08,65.73,86,20,16.8
1547960400,Persianovskiy,RU,47.51,40.11,17.6,85,0,4.47
1547962380,Pangkalanbuun,ID,-2.68,111.62,82.2,92,76,4.16
1547962381,Hobyo,SO,5.35,48.53,78.24,78,36,17.25
1547962382,Caravelas,BR,-17.73,-39.27,80.76,100,88,16.02
1547962383,Bam,IR,29.11,58.36,39.81,41,0,2.93
1547961300,Parkersburg,US,39.27,-81.55,41.0,92,90,8.05
1547962387,Debre Birhan,ET,9.68,39.53,56.91,59,0,0.36
1547962388,Tiznit,MA,29.7,-9.73,48.18,99,8,1.59
1547960400,Riyadh,SA,24.63,46.72,46.4,49,0,3.27
1547962392,Tagusao,PH,9.19,117.81,83.1,76,80,8.86
1547960400,Poum,MK,41.28,20.71,35.6,99,90,2.24
1547962394,Hwange,ZW,-18.35,26.5,69.33,95,88,9.75
1547962395,Beni Mazar,EG,28.5,30.8,42.96,92,44,3.94
1547960400,Luancheng,CN,37.88,114.65,42.8,9,0,6.71
1547960400,Launceston,AU,-41.43,147.14,86.0,30,20,9.17
1547962399,Tual,ID,-5.67,132.75,79.59,100,88,17.25
1547962401,Zelenoborsk,RU,61.47,64.05,15.96,83,24,5.17
1547962403,Shimsk,RU,58.21,30.71,26.4,76,80,12.66
1547962404,Tiksi,RU,71.64,128.87,-43.8,0,36,2.71
1547960400,Villarrica,CL,-39.28,-72.23,53.6,93,90,6.93
1547962406,Kenmare,IE,51.88,-9.58,45.3,100,56,17.81
1547962186,Berlevag,NO,70.86,29.09,22.08,100,88,8.3
1547956800,Santa Marta,CO,11.24,-74.21,82.4,61,20,11.41
1547962410,Umm Kaddadah,SD,13.6,26.69,53.49,40,0,10.65
1547960400,Chernyy Yar,RU,64.44,40.96,-4.01,83,90,8.95
1547962412,Cape Coast,GH,5.11,-1.24,71.76,93,8,3.94
1547962414,Jardim,BR,-21.48,-56.15,71.49,84,8,7.18
1547962415,Sorong,ID,-0.86,131.25,84.9,99,12,10.76
1547960400,Neiafu,TO,-18.65,-173.98,78.8,94,75,10.29
1547960400,Kholmogory,RU,64.23,41.65,-4.01,83,90,8.95
1547962419,Buchanan,LR,5.88,-10.05,78.06,100,88,2.37
1547960400,Tubuala,PA,9.52,-79.03,77.0,83,20,5.82
1547960400,Melioratorov,RU,57.21,65.61,17.6,85,90,8.95
1547960400,Kingaroy,AU,-26.54,151.84,95.0,28,0,10.29
1547960400,Nelson Bay,AU,-32.72,152.14,80.6,69,40,13.87
1547960400,Saint-Augustin,FR,44.83,-0.61,41.0,100,44,3.15
1547962426,Richards Bay,ZA,-28.77,32.06,67.08,94,92,11.99
1547962428,Henties Bay,NA,-22.12,14.28,63.21,100,0,7.63
1547962430,Bani Walid,LY,31.76,14.0,30.63,66,0,4.61
1547962431,Shaoyang,CN,27.23,111.45,40.26,100,92,11.43
1547961300,Valparaiso,US,41.47,-87.06,25.52,67,90,9.17
1547960400,Porto Novo,BR,-23.68,-45.44,75.2,78,40,9.17
1547960400,Orange Walk,JM,17.93,-76.27,78.8,65,40,11.41
1547962436,Goderich,CA,43.74,-81.71,7.23,98,64,17.47
1547962437,Labuhan,ID,-2.54,115.51,83.82,79,68,3.04
1547962438,Santo Antonio do Ica,BR,-3.1,-67.94,73.2,100,80,2.93
1547960400,Shimoda,JP,34.7,138.93,60.8,63,40,17.22
1547962442,Garowe,SO,8.41,48.48,66.63,80,88,7.52
1547962443,Sinegorye,RU,62.09,150.53,-25.89,35,76,1.36
1547960400,Veraval,FR,49.65,0.71,35.6,100,90,3.36
1547962446,Waipawa,NZ,-39.94,176.59,67.71,48,0,20.15
1547962447,Daru,SL,7.99,-10.85,71.04,91,0,1.14
1547960400,Upington,ZA,-28.46,21.24,69.8,14,0,1.12
1547962449,Kesinga,IN,20.19,83.22,77.61,55,0,4.38
1547960820,Fairbanks,US,64.84,-147.72,-1.48,83,90,3.04
1547962452,Buala,SB,-8.15,159.59,84.54,88,76,0.92
1547960400,Zabol,IR,31.03,61.49,48.2,34,0,6.93
1547962454,Kaka,TM,37.35,59.62,31.26,86,88,1.81
1547962455,Cervo,BR,-22.19,-46.24,62.22,98,32,2.82
1547962456,Nautla,MX,20.22,-96.78,71.76,100,12,26.53
1547961300,Matamoros,US,25.87,-97.51,57.02,41,1,8.05
1547960820,College,US,64.86,-147.8,-0.05,83,90,3.04
1547960400,Tamworth,AU,-31.09,150.93,100.4,17,64,5.82
1547961300,Santa Cruz,US,36.97,-122.03,59.0,93,1,1.03
1547962464,Belomorsk,RU,64.52,34.76,14.52,89,76,2.82
1547962465,Mahibadhoo,MV,3.78,72.97,80.67,100,12,11.43
1547960400,Aklavik,CA,68.22,-135.01,-5.81,76,90,2.24
1547960400,Leninsk,RU,48.69,45.2,19.4,85,0,8.95
1547962192,Phan Thiet,VN,10.93,108.1,82.47,79,20,18.7
1547962432,Abaete,BR,-19.16,-45.45,66.9,80,0,2.37
1547960400,Galesong,ID,-5.32,119.37,84.2,89,40,11.41
1547962472,Kavaratti,IN,10.57,72.64,81.57,100,0,2.71
1547960400,Rio de Janeiro,BR,-22.91,-43.21,84.2,94,20,3.36
1547959800,Narsaq,GL,60.91,-46.05,14.0,61,20,23.04
1547959980,Road Town,VG,18.42,-64.62,73.94,76,1,3.36
1547959800,Northam,GB,51.04,-4.21,41.0,93,48,5.82
1547962478,Kurchum,KZ,48.57,83.65,31.98,80,0,30.89
1547962479,Marabba,SD,12.35,32.18,62.76,35,0,8.41
1547962481,Bodden Town,KY,19.28,-81.25,79.23,100,76,7.07
1547962482,Belmonte,PT,40.36,-7.35,40.98,95,0,12.1
1547962483,Derzhavinsk,KZ,51.1,66.31,24.78,95,8,8.75
1547960400,Grindavik,IS,63.84,-22.43,30.2,80,75,24.16
1547962486,Bonavista,CA,48.65,-53.11,14.16,100,44,20.15
1547960400,Chalus,IR,36.66,51.42,41.0,100,75,4.7
1547959980,Cedar City,US,37.68,-113.06,30.92,85,1,2.37
1547962491,Kaili,ID,-3.46,120.21,79.59,87,44,3.27
1547959200,Champerico,MX,16.38,-93.6,73.4,69,40,25.28
1547960880,Saint-Joseph,FR,43.56,6.97,44.6,100,90,2.24
1547962494,Zharkent,KZ,44.17,80.0,16.14,42,0,1.36
1547962497,Kedougou,SN,12.56,-12.19,54.21,63,0,5.06
1547962498,Gizycko,PL,54.04,21.76,24.78,93,68,10.98
1547962499,Doba,TD,8.66,16.85,64.74,54,0,5.39
1547962500,Reyes,BO,-14.3,-67.34,70.59,85,12,2.04
1547961300,Casa Grande,US,32.88,-111.76,60.08,64,1,3.36
1547959800,Roald,NO,62.58,6.12,32.0,100,0,11.41
1547962504,Rafaela,AR,-31.25,-61.49,57.9,88,48,3.27
1547960400,Kerman,IR,30.29,57.06,28.4,42,0,4.7
1547960400,Gouyave,GD,12.16,-61.73,75.2,83,20,5.82
1547960400,Amposta,ES,40.71,0.58,46.4,93,75,4.7
1547962509,Bacolod,PH,10.68,122.95,74.82,98,92,12.77
1547962510,Los Amates,GT,15.26,-89.1,65.19,99,92,1.92
1547962512,Rehoboth,NA,-23.31,17.08,63.93,14,0,7.74
1547960400,Padang,ID,-0.92,100.36,86.0,79,20,9.17
1547962514,Severnoye,RU,54.09,52.54,22.53,93,80,12.77
1547960400,Nemuro,JP,43.32,145.57,26.6,63,75,4.7
1547960400,Tsuyama,JP,35.14,134.03,50.0,87,75,12.75
1547962519,Gurupi,BR,-11.73,-49.07,75.9,90,56,6.96
1547962520,Srednekolymsk,RU,67.46,153.71,-37.68,0,12,2.48
1547962521,Taltal,CL,-25.41,-70.49,56.64,96,0,1.81
1547959980,Merrill,US,42.03,-121.6,41.0,88,75,5.82
1547962524,Sangar,RU,63.92,127.47,-25.08,37,56,9.19
1547962525,Kvitok,RU,56.08,98.48,29.73,51,48,8.08
1547962526,Tabuk,PH,17.41,121.44,74.73,69,0,2.59
1547962528,Dhidhdhoo,MV,6.88,73.1,80.04,100,0,7.07
1547962529,Eskil,TR,38.4,33.41,22.71,100,88,3.04
1547961480,Vardo,US,39.62,-77.74,35.96,100,90,2.71
1547960400,Kangundo,KE,-1.3,37.35,64.4,72,40,2.24
1547962533,La Argentina,CO,2.2,-75.98,48.72,93,76,0.69
1547962534,Camacupa,AO,-12.02,17.48,63.84,87,56,6.51
1547962535,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,64.65,95,92,3.71
1547962536,Gusino,RU,54.72,31.37,19.92,87,32,18.37
1547956800,Marsa Matruh,EG,31.35,27.25,46.4,87,20,5.82
1547962539,Matagami,NG,9.67,8.4,58.26,71,0,2.59
1547960400,Emerald,AU,-23.53,148.16,96.8,30,0,16.11
1547960400,Cukai,MY,4.25,103.42,87.8,74,75,9.17
1547960400,Minab,IR,27.15,57.07,62.6,39,0,4.7
1547962546,Trelew,AR,-43.25,-65.31,78.24,19,0,12.66
